respondent_id,wave,segment,brand,metric,metric_kind,family,value,weight,practical_threshold,measurement_source
W1-0002,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,0.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,4.585,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,4.4887,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,5.1428,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,5.4027,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,4.1539,0.86774,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0002,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,4.3417,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,4.2761,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,0.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,1.0,0.86774,0.03,Single tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,4.0281,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,3.4463,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,3.1322,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,4.2139,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0002,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,5.0811,0.86774,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0002,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,4.8074,0.86774,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Awareness,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Familiarity,rating,Funnel,5.5857,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Consideration,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Recent usage,binary,Funnel,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,First-choice loyalty,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Innovative attribute ownership,binary,Associations,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Association favourability,rating,Associations,4.8895,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Perceived uniqueness,rating,Associations,3.7602,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Trust,rating,Relationship,5.1102,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Perceived quality,rating,Relationship,4.8473,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Northstar,Attachment construct,construct,Relationship,4.5506,1.0618,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0003,2025 Q3,Light category buyers,Northstar,Reputation,rating,Relationship,5.059,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Awareness,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Familiarity,rating,Funnel,4.2525,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Consideration,binary,Funnel,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Recent usage,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,First-choice loyalty,binary,Funnel,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Association favourability,rating,Associations,3.696,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Perceived uniqueness,rating,Associations,4.9734,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Trust,rating,Relationship,5.093,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Perceived quality,rating,Relationship,5.1742,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Harbor,Attachment construct,construct,Relationship,4.7418,1.0618,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0003,2025 Q3,Light category buyers,Harbor,Reputation,rating,Relationship,5.4604,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Awareness,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Familiarity,rating,Funnel,3.5867,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Consideration,binary,Funnel,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Recent usage,binary,Funnel,1.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,First-choice loyalty,binary,Funnel,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,1.0618,0.03,Single tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Association favourability,rating,Associations,3.9593,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Perceived uniqueness,rating,Associations,4.6157,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Trust,rating,Relationship,4.5798,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Perceived quality,rating,Relationship,4.6825,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0003,2025 Q3,Light category buyers,Lumen,Attachment construct,construct,Relationship,3.2512,1.0618,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0003,2025 Q3,Light category buyers,Lumen,Reputation,rating,Relationship,5.0492,1.0618,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,5.5784,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,First-choice loyalty,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Innovative attribute ownership,binary,Associations,1.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Association favourability,rating,Associations,3.7226,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Perceived uniqueness,rating,Associations,4.4308,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Trust,rating,Relationship,4.3543,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Perceived quality,rating,Relationship,4.9715,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Northstar,Attachment construct,construct,Relationship,4.6235,0.9997,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0004,2025 Q3,Core category buyers,Northstar,Reputation,rating,Relationship,4.7003,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Awareness,binary,Funnel,1.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Familiarity,rating,Funnel,2.8334,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Consideration,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,4.3115,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,5.0592,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,3.3394,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,4.1929,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,4.1205,0.9997,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0004,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,3.8787,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,1.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,4.3564,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,0.0,0.9997,0.03,Single tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,3.4356,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,3.4518,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,2.7735,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,2.7696,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0004,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,4.0982,0.9997,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0004,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,3.4828,0.9997,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,5.0272,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,First-choice loyalty,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Innovative attribute ownership,binary,Associations,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Association favourability,rating,Associations,4.8015,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Perceived uniqueness,rating,Associations,4.9202,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Trust,rating,Relationship,5.2852,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Perceived quality,rating,Relationship,5.7808,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Northstar,Attachment construct,construct,Relationship,4.8552,1.12965,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0005,2025 Q3,Core category buyers,Northstar,Reputation,rating,Relationship,3.5863,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Awareness,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Familiarity,rating,Funnel,3.573,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Consideration,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Recent usage,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,First-choice loyalty,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Innovative attribute ownership,binary,Associations,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Association favourability,rating,Associations,4.9838,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Perceived uniqueness,rating,Associations,5.6673,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Trust,rating,Relationship,5.7692,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Perceived quality,rating,Relationship,4.8237,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Harbor,Attachment construct,construct,Relationship,4.6845,1.12965,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0005,2025 Q3,Core category buyers,Harbor,Reputation,rating,Relationship,5.2566,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Awareness,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Familiarity,rating,Funnel,4.1369,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Consideration,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Recent usage,binary,Funnel,0.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,First-choice loyalty,binary,Funnel,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Innovative attribute ownership,binary,Associations,1.0,1.12965,0.03,Single tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Association favourability,rating,Associations,3.786,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Perceived uniqueness,rating,Associations,4.8391,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Trust,rating,Relationship,3.1388,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Perceived quality,rating,Relationship,4.7195,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0005,2025 Q3,Core category buyers,Lumen,Attachment construct,construct,Relationship,1.9119,1.12965,0.2,MeasureSignal evidence pack MS-DEMO-001; synthetic demonstration only
W1-0005,2025 Q3,Core category buyers,Lumen,Reputation,rating,Relationship,5.629,1.12965,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0006,2025 Q3,Core category buyers,Northstar,Awareness,binary,Funnel,1.0,0.85358,0.03,Single tracker item; fictional wording owned by the example author
W1-0006,2025 Q3,Core category buyers,Northstar,Familiarity,rating,Funnel,5.782,0.85358,0.2,Single 1–7 tracker item; fictional wording owned by the example author
W1-0006,2025 Q3,Core category buyers,Northstar,Consideration,binary,Funnel,0.0,0.85358,0.03,Single tracker item; fictional wording owned by the example author
W1-0006,2025 Q3,Core category buyers,Northstar,Recent usage,binary,Funnel,0.0,0.85358,0.03,Single tracker item; fictional wording owned by the example author
